artist,artist_id,popularity,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,68,SOUTHSIDE,Body Like A Back Road,7FpBQ067pHB67deawpbbcY,0.736,0.458,5,-7.437,1,0.0316,0.0,0.148,0.65,98.977,162547,4
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,66,Knockin' Boots,Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,0.739,0.682,2,-3.728,1,0.205,0.0,0.328,0.634,131.983,199382,4
Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,64,Pawn Shop,It Ain't My Fault,08wJ1B9yu9sPeoRa5fbpr3,0.735,0.831,9,-5.898,1,0.0332,0.217,0.291,0.756,123.017,216800,4
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,72,Montevallo,House Party,1TwLKNsCnhi1HxbIi4bAW0,0.747,0.861,8,-5.251,1,0.0514,0.0,0.026,0.859,103.966,190240,4
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,73,California Sunrise,Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,0.683,0.796,11,-4.179,1,0.0285,0.0,0.197,0.531,90.031,201893,4
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,70,RISER,Drunk On A Plane,1soxUgYIZb1qx1c7o1Lc7z,0.423,0.73,9,-5.566,1,0.032,1.13e-05,0.238,0.66,205.972,254467,4
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,72,Tangled Up,Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,0.595,0.389,2,-9.245,1,0.0349,1.39e-06,0.116,0.4,166.052,227427,4
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,81,If I Know Me,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,0.614,0.68,6,-4.58,1,0.0289,1.84e-06,0.115,0.707,149.959,234347,4
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,72,My Kinda Party,Dirt Road Anthem,2qYsSHsYkihWx043HVJQRV,0.68,0.741,2,-5.055,1,0.0357,1.87e-06,0.117,0.635,127.024,229400,4
Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,72,Barefoot Blue Jean Night,Barefoot Blue Jean Night,3ts6xK5GzfMAAriT9AIBmP,0.599,0.807,4,-4.679,1,0.0402,0.0,0.196,0.812,172.017,167427,4
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,72,Kane Brown,What Ifs (feat. Lauren Alaina),7zVCrzzEJU7u24sbJPXA5W,0.612,0.799,10,-4.603,1,0.0275,0.0,0.172,0.687,125.976,188253,4
Zac Brown Band,6yJCxee7QumYr820xdIsjo,3,JEKYLL + HYDE,Homegrown,1qwnPVOIJjAFfCc40Etb1D,0.711,0.801,6,-3.742,1,0.029,0.000113,0.135,0.956,105.006,205000,4
Luke Combs,718COspgdWOnwOFpJHRZHS,0,What You See Is What You Get,Beer Never Broke My Heart,3RzcoFkZ0AOp2nH71jP504,0.54,0.863,1,-4.483,1,0.0481,0.0,0.0874,0.64,77.0,186733,4
Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,68,Current Mood,Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,0.554,0.743,9,-6.016,1,0.0287,0.0,0.359,0.673,72.997,205733,4
Luke Combs,718COspgdWOnwOFpJHRZHS,75,This One's for You Too (Deluxe Edition),She Got the Best of Me,698eQRku24PIYPQPHItKlA,0.533,0.907,11,-3.793,1,0.0406,0.0,0.386,0.7,150.99,183160,4
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,73,California Sunrise,Night Shift,0bPnT6i9H1p8Vd85GS6Z7I,0.63,0.754,2,-3.564,1,0.0284,0.0,0.268,0.73,95.999,172253,4
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,45,Can't Say I Ain't Country (Big Machine Radio Release Special),Simple,2ioXGSTg8y8YGq4eIoVcCw,0.362,0.882,3,-3.717,1,0.0973,0.0,0.15,0.864,199.811,185200,4
Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,63,Tullahoma,Good Girl,3NgcaTIgVh77DdwAInp996,0.711,0.696,7,-5.05,1,0.0869,0.0,0.17,0.694,80.512,189533,4
Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,67,Greetings From...Jake,Down To The Honkytonk,5g0XcG0apQTlO3X8r38vGf,0.634,0.808,3,-4.12,1,0.0517,0.0,0.0898,0.937,82.016,186867,4
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,69,Home State,Take It From Me,3dCZm5HrG0jIXAHfNkg2H0,0.592,0.891,10,-3.144,1,0.0512,0.0,0.352,0.674,99.983,174255,4
Rodney Atkins,2qgvmDsc4jrqbAbjq1HGM2,63,Caught Up In The Country,Caught Up In The Country,4aGG4VOWGv9RwlYQNsBrkE,0.603,0.807,7,-6.999,1,0.045,0.0,0.539,0.685,124.099,160991,4
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,71,California Sunrise,Heartache On The Dance Floor,0w3Q14i073jLoew1hgJkwD,0.596,0.834,9,-4.308,1,0.0474,0.0,0.0866,0.618,116.0,205200,4
Aaron Lewis,2t2XKfWKLXpFIjFwy1K8wx,62,Sinner,Northern Redneck,46ReZjLTWpWQo6U7g3m2Qg,0.616,0.756,6,-5.52,1,0.0273,0.0,0.358,0.609,78.944,219213,4
Rodney Atkins,2qgvmDsc4jrqbAbjq1HGM2,67,If You're Going Through Hell,Watching You,5OusUgzHz6Ulb3GZT7WUo5,0.625,0.848,2,-4.008,1,0.0314,0.0,0.23,0.716,137.993,235427,4
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,71,Rearview Town,You Make It Easy,6EGAfJaLUFzhS4zRBIEQ2J,0.375,0.574,7,-5.305,1,0.0315,0.0,0.11,0.406,132.025,196800,3
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,73,Kane Brown (Deluxe Edition),Heaven,1HXy5I3HTWq8OvxCn0z7G7,0.677,0.556,9,-6.544,1,0.0306,0.0,0.105,0.521,80.006,179507,4
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,65,Kill The Lights (Deluxe),Kick The Dust Up,5g15o2Sm55Hn9ShK5yEXgp,0.597,0.86,1,-2.315,1,0.0461,0.0,0.087,0.818,172.064,190587,4
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,61,Crash My Party,Crash My Party,6GBUsjHfZuweYf5lQEz6mP,0.526,0.816,7,-4.009,1,0.0421,0.0,0.22,0.414,144.032,234760,4
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,68,Songs for the Saints,Get Along,6n6OQfBpCgzF9oEg8zhBN7,0.632,0.804,7,-6.109,1,0.0503,0.0,0.17,0.35,92.456,199625,4
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,71,Center Point Road,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,0.739,0.85,2,-3.966,1,0.0308,0.0,0.181,0.883,113.0,168960,4
Aaron Lewis,2t2XKfWKLXpFIjFwy1K8wx,0,The Road,Granddaddy's Gun,2n86DcEgKHLbP1obdEmxAg,0.556,0.758,6,-4.751,1,0.0278,0.0,0.124,0.357,145.046,223907,4
Chase Rice,6pBNfggcZZDCmb0p92OnGn,70,Lambs & Lions,Eyes On You,5AnSllIrgGsCZzZJkVnApx,0.606,0.652,9,-6.982,1,0.0281,0.0,0.201,0.476,97.155,182493,4
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,68,Home State,Singles You Up,4LiMQ6G9n84rDUBs9wtwz6,0.491,0.907,7,-3.594,1,0.0481,0.0,0.242,0.631,199.943,182667,4
Chris Lane,68abRTdO4meYReMWHvBYb0,67,Laps Around The Sun,I Don't Know About You,3yOs8FffuG6hPbzQG9lIqV,0.593,0.81,1,-5.733,1,0.0625,0.0,0.119,0.712,144.011,207933,4
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,65,The Mountain,Burning Man,4a1oIihVt6xSnDRpgX387M,0.609,0.807,5,-7.221,1,0.0972,5.42e-06,0.0926,0.492,119.073,238493,4
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,66,Life Changes,Sixteen,3pJkBPHadRAxBBo484RipI,0.705,0.531,1,-7.031,1,0.0281,2.11e-06,0.165,0.425,107.013,178333,4
Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,68,Yours,Every Little Thing,3kgCJPXDlnL5bl1HFesHUi,0.637,0.853,1,-4.664,1,0.109,0.0,0.0357,0.861,93.87,190640,4
Old Dominion,6y8XlgIV8BLlIg1tT1R10i,0,Old Dominion,Make It Sweet,621Qk22EMppkRlJ73Rb6d2,0.424,0.837,7,-4.453,1,0.0472,0.0,0.0665,0.554,180.175,187000,4
Riley Green,2QMsj4XJ7ne2hojxt6v5eb,69,Different 'Round Here,There Was This Girl,7grWGhX8SHNmyGOkMNVMCt,0.616,0.877,1,-4.223,1,0.0347,2.56e-06,0.114,0.94,127.981,194427,4
Koe Wetzel,1Tie3AZgLQZqYEp8Fv4zOZ,68,Noise Complaint,Something to Talk About,7ptJYMKI7Y1iWdqEZtBMGE,0.612,0.934,9,-5.124,0,0.0663,0.0,0.103,0.293,130.006,204352,4
William Clark Green,0cshCXEe1I7wlRwdrL91ZQ,55,Rose Queen,She Likes the Beatles,38iGqJQPZcTYNx6bdR5YWC,0.209,0.593,7,-4.292,1,0.0324,0.0,0.212,0.34,82.246,256760,4
Steve Earle,2UBTfUoLI07iRqGeUrwhZh,67,Copperhead Road,Copperhead Road,0VU5k3vCrpqDgUygMjiFYj,0.372,0.588,7,-15.493,1,0.0411,0.000103,0.0525,0.706,162.874,269920,4
Gray Bartlett,501sxHcv0M9NGsG69WLKRe,22,Hits Country Style,Carol County Accident,7eIUksVpTjGmuJx7hYlqVC,0.71,0.412,7,-16.267,1,0.148,0.0472,0.109,0.816,103.218,159773,4
Pecos & the Rooftops,5KbiLoVLLIHM5vZ0RM9WMU,73,This Damn Song,This Damn Song,7s9bJQK8sr8yDyOAHn8miR,0.646,0.472,0,-6.743,1,0.0323,0.0,0.269,0.166,120.187,280000,4
Josh Turner,7vCtweS8UVAXTyau2j0rDT,72,Your Man,Your Man,1WzAeadSKJhqykZFbJNmQv,0.744,0.637,6,-4.483,1,0.0241,0.000222,0.0696,0.785,100.511,211893,4
Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,57,Just As I Am (Platinum Edition),Read Me My Rights,0CrhIYKizM7cLxJVh2AocH,0.424,0.945,1,-4.785,1,0.0748,0.000602,0.0806,0.579,174.029,234880,4
The Charlie Daniels Band,12d4iIvTOk7JkI6ecvc3ca,54,Simple Man,(What This World Needs Is) A Few More Rednecks,0egmXjMeF4XP8HCRP5si1U,0.719,0.572,0,-11.463,1,0.0365,0.0,0.301,0.756,100.432,222067,4
The Warren Brothers,7poSFA4hdvuT0J4mwTfA3D,32,Barely Famous Hits,That's The Beat Of A Heart,11OiAKpli6KxXcBpOTvqzM,0.587,0.493,9,-4.548,1,0.0257,0.0,0.123,0.271,129.006,216547,4
Hank Williams,1FClsNYBUoNFtGgzeG74dW,0,40 Greatest Hits,Lost Highway - Single Version,53s2OIpE64eshmmLD0fzCd,0.61,0.172,2,-16.224,1,0.0311,0.000157,0.107,0.527,132.878,164400,4
Gary Clawson,4xmxXSvPjzsJD8LyQraNsR,14,Stories Retold,"Cool, Clear, Water",7mmi2nZblwXb4wdtKmoyUH,0.483,0.122,0,-14.646,1,0.036,0.0,0.118,0.329,80.64,175000,3
Faron Young,6uvq6FeVsmhOWfJHxVNeBL,45,The Complete Capitol Hits Of Faron Young,"Live Fast, Love Hard, Die Young",3mfvV22EDpvFpq4uEmSVA9,0.583,0.567,4,-9.705,1,0.038,0.0,0.0648,0.957,162.556,138960,4
Patsy Montana,0I9aDRzQdpLnNbMEZM7RHG,7,Cowgirl's Best,My Poncho Pony,33mrz7ZC0H1aeeFX8qywOm,0.822,0.301,2,-9.829,1,0.0491,0.0,0.109,0.962,105.024,174040,4
Marty Robbins,0Xi59sEw38vRvwleSAVqoo,62,Gunfighter Ballads And Trail Songs,El Paso,4f8hBeMXMvssn6HtFAtblo,0.654,0.452,2,-9.709,1,0.03,2.89e-05,0.16,0.691,106.662,259307,3
Peter Rowan,52FOkBVb83F2QduWKRqmhm,3,Dust Bowl Children,Tumbleweed,6wo9CYzjZEdFvvlckwhArT,0.568,0.138,7,-19.822,0,0.0345,0.00019,0.0977,0.486,84.886,259107,4
Dave Stamey,1RcznpTY0WgHLYFgpDMwh4,13,If I Had A Horse,Cowboy Moon,4mBLrYZREPlSoXjm9bMpek,0.628,0.316,9,-8.597,1,0.0395,0.0,0.119,0.565,118.821,168773,4
Dave Stamey,1RcznpTY0WgHLYFgpDMwh4,17,If I Had A Horse,If I Had A Horse,6igncSkOmwUThEvtufEANe,0.754,0.384,1,-7.044,0,0.039,0.0,0.0954,0.466,113.201,278360,4
Dave Stamey,1RcznpTY0WgHLYFgpDMwh4,33,Tonopah,The Vaquero Song,7t6KQKJFYG3mFfWzdSdXHv,0.404,0.293,9,-7.397,1,0.0342,0.0,0.111,0.3,165.118,275267,3
Dave Stamey,1RcznpTY0WgHLYFgpDMwh4,28,Come Ride With Me,Come Ride With Me,3QvbwTIQ6fok8IgiRpPVPJ,0.571,0.509,4,-6.496,1,0.0349,3.75e-05,0.207,0.578,101.796,285027,4
Justin Moore,30e8DmahrEamvLbFRPdWmk,59,Outlaws Like Me,Bait A Hook,6cAxSUPzHyywECgGSvoLyf,0.668,0.781,1,-6.151,1,0.0267,0.0,0.113,0.695,105.945,208493,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,41,Elvis,Ready Teddy,1RZljuJuHD23UrppF3GkpL,0.607,0.808,0,-8.944,1,0.0454,5.75e-06,0.112,0.961,102.82,115387,4
Ann-Margret,69LGCmz5gH56OxMRVmyMte,37,Let Me Entertain You,"The Lady Loves Me (from the MGM movie soundtrack ""Viva Las Vegas"")",5SLzCF6Essf88QqDd05Lyy,0.657,0.339,5,-11.039,1,0.0553,0.0,0.0787,0.632,121.951,225773,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,40,Elvis Presley,I Love You Because,5AvKhhpwm0bsuuwOz9NI0Q,0.384,0.082,0,-14.678,1,0.0356,0.0,0.0845,0.246,80.079,159827,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,40,Elvis Presley,One-Sided Love Affair,7noWm4lKCBIiQThaIX5oEK,0.628,0.79,7,-7.458,1,0.0619,0.0,0.255,0.855,94.856,129480,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,44,The Essential Elvis Presley,Viva Las Vegas - Remastered,51jb4j8NdnVWmn4adB55pp,0.6,0.716,7,-7.403,1,0.0417,0.0,0.364,0.838,143.639,143947,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,Paralyzed,1Hgg9dbBqnh5AZO6jEYJhf,0.596,0.513,2,-10.72,1,0.0323,0.00328,0.0976,0.951,87.884,144040,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,I Got Lucky,The Love Machine,3Fu4Y2ZVV9sFn7AXPRNyG3,0.561,0.439,4,-11.718,1,0.047,0.000172,0.157,0.828,161.144,168787,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,20,Elvis At The Movies,Bossa Nova Baby - 2003 Sony Remaster,2jQZPaGEGr3xwrOAbfkv66,0.766,0.702,0,-11.179,1,0.0868,0.0,0.564,0.957,106.326,122013,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,My Baby Left Me,4JtYzjHgzKNC8Q5ppEa74G,0.67,0.616,9,-8.922,1,0.0405,1.31e-06,0.0727,0.878,118.213,133053,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,26,Bossa Nova Baby: The Ultimate Elvis Presley Party Album,(Let's Have A) Party,2oDsGEdMtTpU8IPqfVMsFD,0.585,0.661,9,-5.408,0,0.0412,0.0,0.0738,0.741,77.322,89867,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,18,Elvis At The Movies,Rock-A-Hula Baby,2x5EZHm31JS8vhcL15rWQp,0.537,0.647,8,-9.092,1,0.0771,0.0,0.126,0.866,94.395,119987,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,58,Elvis' Golden Records,Heartbreak Hotel,6xNwKNYZcvgV3XTIwsgNio,0.696,0.21,4,-11.922,1,0.067,1.62e-06,0.107,0.717,93.543,127560,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,47,Elvis 30 #1 Hits,Too Much,6Dr0EbXrRpMs5GeCjOxnE5,0.546,0.815,3,-5.607,0,0.047,0.0,0.0643,0.906,118.489,154840,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,47,Elvis Presley,Trying to Get to You,4zQLZPcTl8hJC5pJtooT3h,0.551,0.663,5,-8.681,1,0.0499,6.31e-06,0.341,0.884,103.817,150720,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,41,Elvis Presley,Money Honey,0pwDaXboNy1UALAl3ZOZOF,0.635,0.616,2,-9.533,1,0.0345,0.0,0.144,0.942,133.34,155093,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,47,Elvis 30 #1 Hits,"Hard Headed Woman - From the Hal Wallis Production ""King Creole"", a Paramount Picture",2DG7sOMQthZCGxHbqNWzz0,0.614,0.877,0,-4.232,1,0.108,0.000119,0.184,0.919,97.718,114240,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,Mean Woman Blues,2BRwSZAX9xUnRQkBihhM5o,0.392,0.632,0,-9.912,1,0.0827,8.51e-05,0.278,0.881,168.856,137200,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,18,Elvis Sings Leiber and Stoller,Trouble,1G0ltbhTgwgJCGQfPV4GSO,0.423,0.377,0,-10.868,1,0.297,0.0,0.34,0.902,86.205,136547,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis At Sun,Mystery Train - Remastered,4LCoCwnv3R54Gbnj7aLr3f,0.706,0.449,4,-14.029,1,0.0332,0.0232,0.171,0.634,120.737,147560,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,45,Elvis 30 #1 Hits,The Wonder of You - Live,1kvbxvZzSSWGaHGBY7r7C1,0.319,0.689,7,-6.717,1,0.0374,0.000429,0.902,0.531,92.333,145973,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis For Everyone,"When It Rains, It Really Pours",40WLZTrtYye2fjMBzsuOqQ,0.641,0.633,5,-9.709,1,0.0433,3.71e-06,0.331,0.594,83.145,109987,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,21,Elvis for Everyone!,Sound Advice,33aL6zQMmqTu6cin6Zzd0r,0.515,0.514,10,-11.659,1,0.118,1.83e-05,0.143,0.911,168.012,105840,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,Little Sister,4iEuVk3bKkZcu8vcv7gR4I,0.6,0.622,9,-11.936,1,0.0751,0.0,0.223,0.924,139.501,151587,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,I Was the One,2HuXU1poDZaxRdCt2V6a7n,0.553,0.279,0,-12.406,1,0.0431,3e-06,0.316,0.68,80.927,152320,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,"Lawdy, Miss Clawdy",5C0LVEkrTo8Niv9IC3nf1x,0.642,0.556,9,-9.332,1,0.0315,0.00106,0.131,0.642,106.826,127733,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,I Need Your Love Tonight - Live,1caJ6bSfFyHKmLwcOyaPXu,0.512,0.828,7,-8.409,1,0.0484,7.64e-05,0.503,0.967,180.741,124640,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,59,Elvis 30 #1 Hits,Love Me Tender,7iBBcw61QVJxI3NDzlpX2E,0.439,0.0529,9,-16.253,1,0.039,0.0,0.106,0.314,109.382,162067,3
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,48,"Elvis' Golden Records, Vol. 3",It's Now or Never,5mlaaeSzFsH4ouhLrUHCbw,0.63,0.457,4,-11.634,1,0.0354,8.17e-05,0.488,0.788,126.184,195907,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,50,Elvis Presley,Tutti Frutti,6ePcDDP1t0GHmIQSBd7FwY,0.635,0.618,7,-8.619,0,0.0589,0.0,0.189,0.912,114.188,117560,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,15,Elvis Sings Leiber and Stoller,King Creole,0w3Ehm27hfva1ICispQ2i3,0.421,0.575,10,-9.087,1,0.0446,0.0,0.0838,0.928,170.548,127987,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,40,Elvis Presley,I'm Counting on You,6ngIWHdwkmHZe8zFP7lIJq,0.496,0.163,2,-12.541,1,0.0383,0.0,0.109,0.509,135.638,143213,3
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,25,Bossa Nova Baby: The Ultimate Elvis Presley Party Album,Got a Lot O' Livin' to Do! - Remastered,6w9M4n5SEt8yRr4Mo887mw,0.688,0.876,5,-6.105,1,0.0402,0.0,0.167,0.964,99.786,151827,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,45,Elvis 30 #1 Hits,Way Down,1Ya87xcJInskhE5joOq9tP,0.462,0.87,0,-6.554,1,0.076,0.000174,0.28,0.507,148.304,157333,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,27,Let's Be Friends (Expanded Edition),Change of Habit,2mF94iWhTOcWPGwIY7qJyz,0.636,0.655,0,-12.484,1,0.0501,4.93e-05,0.103,0.883,98.268,199120,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,49,Elvis,Rip It Up,242E7zj2wWWegVlurGpaVz,0.672,0.775,4,-9.098,0,0.0454,3.43e-06,0.115,0.883,102.119,112707,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis At Sun,Blue Moon Of Kentucky,1WrThk73Zmz2u0djCdSizA,0.678,0.468,9,-9.823,1,0.0347,0.0245,0.0981,0.885,112.217,122067,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis 75 - Good Rockin' Tonight,It Hurts Me,6sTEBQYNlbv9PXkEeh4Oxs,0.384,0.347,11,-11.397,1,0.03,0.105,0.11,0.52,180.593,148293,3
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,The 50 Greatest Love Songs,You Don't Have to Say You Love Me,33UOm3pRTlOGOu77hBMJ62,0.426,0.611,5,-8.422,0,0.0425,6.83e-05,0.361,0.676,115.075,149573,3
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Elvis' Gold Records - Volume 4,A Mess of Blues,32M2DarpcJKDhkkFN97KSr,0.622,0.496,0,-12.435,1,0.0363,0.0046,0.214,0.827,117.238,159667,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,46,Elvis 30 #1 Hits,A Big Hunk O' Love,6PUsG2iMvCjnPFLjydO1RR,0.551,0.934,7,-6.66,0,0.0481,0.143,0.419,0.96,87.055,133093,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,46,Elvis 30 #1 Hits,One Night,1W5Vp1lP4uhlxyUwgxQq4f,0.646,0.618,4,-6.978,1,0.0339,1.33e-06,0.304,0.772,80.19,152427,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,50,Elvis Presley,I Got a Woman,2aAYLg4QVTOBVsP72lAyzE,0.617,0.77,4,-10.331,1,0.0455,0.0,0.349,0.856,122.284,144213,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,37,Elvis Presley,I'm Gonna Sit Right Down and Cry (Over You),6XPQEn0Bq7Jiz2vNBpVZDZ,0.669,0.648,0,-9.28,1,0.0447,3.67e-05,0.265,0.805,106.832,123040,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,From Memphis to Vegas / From Vegas to Memphis,"Johnny B. Goode - Midnight Show - Live at the International Hotel, Las Vegas, NV - August 1969",6p4qoTJoUUj3mMEvc6HfIN,0.514,0.81,9,-11.614,1,0.0495,0.00824,0.856,0.961,98.138,132484,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,32,Elvis Is Back,It Feels So Right,5RsdY1b0JSQTGeONEYFcwm,0.56,0.552,10,-11.033,0,0.0298,3.41e-06,0.0509,0.875,84.222,128760,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,51,If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,If I Can Dream - with The Royal Philharmonic Orchestra,5UR5aIbcfEdivfsPin8G45,0.174,0.713,7,-6.586,1,0.0491,6.72e-05,0.136,0.341,188.217,191520,3
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,37,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",I Beg of You,7nAQlvws6GX1osYmndhvTa,0.568,0.43,0,-10.295,1,0.0756,0.00046,0.112,0.785,164.127,113227,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,0,Welcome To My World,Welcome To My World - Live,6aUibckBnjn0vsvktU0wiy,0.369,0.31,9,-14.813,1,0.0329,0.518,0.63,0.425,139.715,117733,3
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,31,"Elvis' Gold Records, Vol. 4",Love Letters,1DGFY32byCpsiTSTAQI3RW,0.467,0.111,5,-19.621,1,0.0427,0.0203,0.107,0.149,116.083,170800,3
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,36,King Creole,Dixieland Rock,1IsEuxgS0JQ5FJ1poHFcco,0.637,0.59,0,-7.729,1,0.162,0.0,0.24,0.829,93.242,106507,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,48,Elvis 30 #1 Hits,Stuck On You,7bA1DHtoJAvqyL42gHwOLa,0.649,0.678,7,-7.389,1,0.0463,0.000634,0.129,0.96,131.719,138827,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,47,The Essential Elvis Presley,All Shook Up,3OeX4IyrnpwkElW5iS8leo,0.706,0.656,10,-6.853,1,0.119,0.0,0.139,0.947,74.809,117987,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,57,Elvis' Golden Records,Don't Be Cruel,01u6AEzGbGbQyYVdxajxqk,0.697,0.55,2,-11.496,1,0.179,3.44e-05,0.0907,0.844,84.802,122893,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,57,Elvis 30 #1 Hits,Jailhouse Rock,6pyex9B1kBoRIuabBAc4m8,0.635,0.672,10,-6.788,0,0.0637,5.03e-06,0.0688,0.895,166.903,155333,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,50,Elvis 30 #1 Hits,(Let Me Be Your) Teddy Bear,4FjkmQ9JYaIeh1NxeLEO80,0.723,0.621,9,-7.434,0,0.108,0.0,0.297,0.932,88.733,106627,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,55,Elvis 30 #1 Hits,Return to Sender,2cdzutoqFK6sfW6exi7oXh,0.838,0.616,8,-6.502,1,0.0433,0.0,0.0785,0.971,131.719,128307,4
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,49,Elvis' Golden Records,"I Want You, I Need You, I Love You",60tEaPHRJLnMzbyOPTeh3A,0.441,0.33,0,-11.186,1,0.0301,0.0,0.31,0.726,78.744,159920,4
